iter	Logloss
358	0.2510470787
359	0.2509936276
360	0.2509219785
361	0.2508636751
362	0.2507983662
363	0.2507467721
364	0.2506809278
365	0.2506187102
366	0.2505674808
367	0.2505061038
368	0.250434342
369	0.2503683357
370	0.2503118948
371	0.2502670686
372	0.2501950993
373	0.2501354876
374	0.250065252
375	0.2499987541
376	0.2499290816
377	0.2498668274
378	0.2498121381
379	0.2497525692
380	0.2496880296
381	0.2496230011
382	0.24956848
383	0.2495191111
384	0.2494610468
385	0.2494225696
386	0.2493615487
387	0.2493034107
388	0.2492567145
389	0.2491947901
390	0.249144767
391	0.249085159
392	0.2490265989
393	0.2489804743
394	0.2489287079
395	0.2488851317
396	0.2488191484
397	0.2487612033
398	0.2486954357
399	0.2486503407
400	0.2485980298
401	0.2485373143
402	0.2484770691
403	0.2484240869
404	0.2483631759
405	0.2483212061
406	0.2482594913
407	0.2482088628
408	0.2481566795
409	0.2480919118
410	0.2480155646
411	0.2479738429
412	0.2479146721
413	0.2478631181
414	0.2477797194
415	0.2477312014
416	0.2476598232
417	0.2476016809
418	0.2475340855
419	0.2474598995
420	0.2474138638
421	0.2473705277
422	0.2473147248
423	0.2472590202
424	0.2472136103
425	0.2471603333
426	0.2470926621
427	0.2470336529
428	0.2469754765
429	0.2469211114
430	0.2468634547
431	0.2468046171
432	0.2467700361
433	0.2467222733
434	0.2466756057
435	0.2466253559
436	0.2465588595
437	0.2465105492
438	0.2464515563
439	0.246398151
440	0.2463412704
441	0.2462586138
442	0.2461848752
443	0.2461185235
444	0.2460529784
445	0.2459932485
446	0.2459320528
447	0.2458991122
448	0.2458362301
449	0.2457868129
450	0.2457258021
451	0.2456595495
452	0.2456097181
453	0.2455601796
454	0.2455152176
455	0.2454661129
456	0.245420492
457	0.2453592986
458	0.2453198114
459	0.2452613752
460	0.2451918837
461	0.2451336426
462	0.2450897114
463	0.2450472855
464	0.2449957785
465	0.2449325398
466	0.2448810283
467	0.2448373373
468	0.2447614069
469	0.2447087389
470	0.2446539032
471	0.2446026594
472	0.2445247404
473	0.2444738748
474	0.2444165619
475	0.2443660055
476	0.2443141385
477	0.2442664131
478	0.2442101361
479	0.244144594
480	0.24408447
481	0.2440418985
482	0.2440064687
483	0.2439558545
484	0.2439046829
485	0.243866136
486	0.2438071366
487	0.2437379235
488	0.2436820588
489	0.2436118732
490	0.2435416142
491	0.2434798645
492	0.2434331597
493	0.2433625446
494	0.2433147334
495	0.2432669622
496	0.2432069651
497	0.2431522679
498	0.2431142987
499	0.2430619042
500	0.2430064193
501	0.2429487833
502	0.2429040532
503	0.2428524386
504	0.2427933818
505	0.2427405647
506	0.242686257
507	0.2426177258
508	0.2425730026
509	0.242505886
510	0.2424732891
511	0.242427805
512	0.242393795
513	0.2423493788
514	0.2422924253
515	0.2422528094
516	0.2421988011
517	0.2421363535
518	0.2420892712
519	0.242032998
520	0.241977981
521	0.2419202001
522	0.2418638266
523	0.2418207722
524	0.2417726428
525	0.2417308402
526	0.2416699612
527	0.2416053269
528	0.2415401691
529	0.2414900197
530	0.2414410925
531	0.2414024216
532	0.2413784999
533	0.2413268477
534	0.2412783746
535	0.2412414975
536	0.2411927131
537	0.2411456728
538	0.2410970633
539	0.2410304736
540	0.2409789761
541	0.2409193962
542	0.2408772399
543	0.2408219332
544	0.2407784341
545	0.2407310301
546	0.2406746433
547	0.2406341514
548	0.2405901811
549	0.2405538831
550	0.240476962
551	0.2404218663
552	0.2403764551
553	0.2403201532
554	0.2402571119
555	0.2402076825
556	0.2401500737
557	0.2401124235
558	0.2400754453
559	0.2400386126
560	0.2399880404
561	0.2399326656
562	0.2398860518
563	0.2398282631
564	0.2397496618
565	0.2397114045
566	0.2396475415
567	0.2396127066
568	0.2395364387
569	0.2394730927
570	0.2394325286
571	0.2393569469
572	0.2392969731
573	0.2392551746
574	0.2392014855
575	0.2391426637
576	0.2390839086
577	0.2390214661
578	0.2389795318
579	0.2389428071
580	0.2388839158
581	0.2388287687
582	0.2387854061
583	0.2387335332
584	0.2386960359
585	0.2386573151
586	0.2386140216
587	0.2385605174
588	0.238514713
589	0.2384558284
590	0.2384051186
591	0.2383478106
592	0.2383006212
593	0.2382701707
594	0.2382308889
595	0.2381788173
596	0.238131241
597	0.2380730379
598	0.2380285781
599	0.2379682
600	0.2379100126
601	0.2378738707
602	0.2378307429
603	0.2377955983
604	0.2377560443
605	0.2376974415
606	0.2376311149
607	0.2375808337
608	0.2375290766
609	0.2374950703
610	0.237440129
611	0.2373712961
612	0.237317984
613	0.2372737282
614	0.2372435546
615	0.2371994287
616	0.2371420146
617	0.2370927395
618	0.2370309677
619	0.236990755
620	0.2369292037
621	0.2368728744
622	0.2368139421
623	0.2367635778
624	0.2367057221
625	0.2366779552
626	0.236627267
627	0.2365828692
628	0.2365125085
629	0.2364640066
630	0.2364124871
631	0.2363571923
632	0.2363364161
633	0.2362806364
634	0.236228964
635	0.2361768723
636	0.236136202
637	0.2360834891
638	0.2360377249
639	0.2360031997
640	0.2359567153
641	0.2359254828
642	0.2358914241
643	0.2358494968
644	0.2358008801
645	0.2357504051
646	0.2356919596
647	0.2356598184
648	0.2356287115
649	0.2355800558
650	0.2355363445
651	0.2354912116
652	0.2354355952
653	0.2354030069
654	0.2353620919
655	0.2353332281
656	0.235274565
657	0.2352414973
658	0.2352033891
659	0.2351537992
660	0.2351201372
661	0.2350793994
662	0.2350299513
663	0.2349660364
664	0.2349138001
665	0.2348695276
666	0.2348007456
667	0.234751515
668	0.234702673
669	0.2346601911
670	0.2346284752
671	0.2345903098
672	0.2345502537
673	0.2345154973
674	0.2344739548
675	0.2344289043
676	0.2343750285
677	0.2343285168
678	0.2342882179
679	0.2342474713
680	0.2342137367
681	0.2341624279
682	0.2341079312
683	0.2340606697
684	0.2339938723
685	0.2339611901
686	0.2339046327
687	0.233850474
688	0.2338106353
689	0.2337610368
690	0.2337152167
691	0.2336818107
692	0.2336330668
693	0.2335850115
694	0.2335294289
695	0.2334620073
696	0.2334281154
697	0.233393899
698	0.2333608695
699	0.2333250567
700	0.2332946855
701	0.2332455576
702	0.2332106431
703	0.2331408112
704	0.2330778085
705	0.2330233308
706	0.2329673517
707	0.2329203611
708	0.2328492998
709	0.2328037275
710	0.2327715349
711	0.2327281505
712	0.2326873844
713	0.2326421636
714	0.2325952399
715	0.2325498789
716	0.2324913841
717	0.2324323926
718	0.2324082854
719	0.2323683777
720	0.2323342687
721	0.2322844149
722	0.2322376212
723	0.2321950767
724	0.2321520802
725	0.2321123189
726	0.2320831014
727	0.2320428779
728	0.2319984964
729	0.2319497593
730	0.2319147528
731	0.2318870629
732	0.2318530371
733	0.231802865
734	0.2317699802
735	0.2317362154
736	0.231704389
737	0.2316785294
738	0.2316296836
739	0.231594516
740	0.2315601233
741	0.231524636
742	0.2314681778
743	0.2314158461
744	0.231371243
745	0.2313102482
746	0.2312720295
747	0.231226106
748	0.2311873491
749	0.2311578933
750	0.2311078383
751	0.2310583138
752	0.2309997135
753	0.230939013
754	0.2308813809
755	0.2308341788
756	0.2307869982
757	0.2307307586
758	0.2306785641
759	0.2306373442
760	0.2306007826
761	0.2305584023
762	0.2305287033
763	0.2304701471
764	0.230426254
765	0.2303903475
766	0.2303483318
767	0.2303085666
768	0.230247775
769	0.2302105123
770	0.2301743682
771	0.2301173367
772	0.2300871418
773	0.2300462912
774	0.2300101303
775	0.229978703
776	0.2299366279
777	0.229905998
778	0.2298611273
779	0.2298217594
780	0.2297853259
781	0.2297458011
782	0.2296954946
783	0.2296552129
784	0.2296162978
785	0.2295663941
786	0.2295268454
787	0.2294782041
788	0.2294432598
789	0.2293889054
790	0.2293562608
791	0.2293056559
792	0.2292424946
793	0.2291944894
794	0.229151899
795	0.2291086688
796	0.2290666163
797	0.229020609
798	0.2289738033
799	0.2289393232
800	0.2289061852
801	0.228852193
802	0.2287894727
803	0.228765161
804	0.2287265292
805	0.2286956857
806	0.2286655861
807	0.2286222929
808	0.2285871393
809	0.2285481125
810	0.2284991851
811	0.2284576367
812	0.2284276786
813	0.2283656939
814	0.2283219946
815	0.2282815628
816	0.2282382638
817	0.2281889197
818	0.2281545553
819	0.228088245
820	0.2280525116
821	0.2280125974
822	0.2279879488
823	0.2279575502
824	0.2278932007
825	0.2278589753
826	0.2278337246
827	0.2278009749
828	0.2277677733
829	0.2277339786
830	0.2276814212
831	0.2276605521
832	0.2276113935
833	0.2275677211
834	0.2275370271
835	0.2275104339
836	0.2274690671
837	0.227425684
838	0.2273610096
839	0.2273373462
840	0.2273167932
841	0.2272683554
842	0.2272376799
843	0.2271898897
844	0.2271441498
845	0.2271090441
846	0.2270752362
847	0.2270447642
848	0.2269867851
849	0.2269254705
850	0.2268814498
851	0.2268497827
852	0.2268074764
853	0.2267670651
854	0.226732472
855	0.2266921975
856	0.2266619999
857	0.226628992
858	0.2265813784
859	0.2265547672
860	0.2265077709
861	0.2264553608
862	0.2264193657
863	0.2263566851
864	0.2263100275
865	0.2262734465
866	0.2262288646
867	0.2261762144
868	0.2261190277
869	0.2260699287
870	0.2260173725
871	0.2259872606
872	0.2259596948
873	0.2259220068
874	0.2258824103
875	0.225818585
876	0.2257708385
877	0.2257193288
878	0.2256614629
879	0.2256219116
880	0.2255719836
881	0.2255295368
882	0.2254868372
883	0.225455389
884	0.2254168752
885	0.2253826667
886	0.2253297525
887	0.2252871878
888	0.2252636863
889	0.225233418
890	0.2251881827
891	0.2251467359
892	0.2251099951
893	0.2250738556
894	0.2250361349
895	0.2250044722
896	0.2249664752
897	0.2249436421
898	0.22489996
899	0.2248724808
900	0.2248341207
901	0.2247985989
902	0.2247716649
903	0.2247241191
904	0.2246908726
905	0.2246275122
906	0.22459786
907	0.2245591466
908	0.224522388
909	0.2244848929
910	0.2244467973
911	0.2244188214
912	0.2243790005
913	0.2243351038
914	0.224293452
915	0.2242488691
916	0.2242038603
917	0.2241563576
918	0.2241184596
919	0.2240810316
920	0.2240361298
921	0.2239896984
922	0.2239447336
923	0.2239109059
924	0.2238636864
925	0.2238430772
926	0.223798231
927	0.2237556958
928	0.2237231802
929	0.2236875604
930	0.2236413017
931	0.2236132569
932	0.2235832752
933	0.2235467034
934	0.2234962261
935	0.2234581881
936	0.2234203069
937	0.2233953365
938	0.2233525725
939	0.2233197395
940	0.2232945466
941	0.2232359861
942	0.2232089799
943	0.2231540404
944	0.2231231171
945	0.2230922871
946	0.2230573414
947	0.2230151997
948	0.2229767631
949	0.2229359153
950	0.2228941101
951	0.2228565055
952	0.2228080067
953	0.2227788048
954	0.2227344733
955	0.2227041093
956	0.2226635322
957	0.2226184626
958	0.2225736978
959	0.2225419835
960	0.2225087327
961	0.2224576919
962	0.2224146508
963	0.2223612656
964	0.2223212462
965	0.2222893278
966	0.2222555435
967	0.2222041215
968	0.2221449553
969	0.2221030517
970	0.2220631704
971	0.2220329845
972	0.2220074054
973	0.2219687919
974	0.221917735
975	0.2219032284
976	0.2218597909
977	0.2218013174
978	0.2217516938
979	0.221721904
980	0.2216778984
981	0.2216402024
982	0.2215923453
983	0.2215666164
984	0.2215184712
985	0.2214684331
986	0.2214379761
987	0.2213948993
988	0.2213330217
989	0.2212809051
990	0.2212537507
991	0.2212070069
992	0.221147998
993	0.2211112704
994	0.2210765931
995	0.2210587201
996	0.2210266058
997	0.2209821689
998	0.2209278541
999	0.2209013236
